Rnd,Pick,Pick Value,Tm,Player,Pos,Age,From,To,AP1,PB,St,wAV,DrAV,wAV vs Expected,wAV vs Expected and Year,Expected,G,Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo,Int,Sk,College/Univ
5,154,30.8,GNB,Andrew Quarless,TE,21,2010,2015,0,0,2,9,9,-1.219654823,-2.531367572,11.53136757,60,0,0,0,0,0,0,0,0,89,940,6,3,,,Penn St.
5,154,30.8,SEA,Richard Sherman,DB,23,2011,2021,3,5,9,97,82,86.78034518,85.69018074,11.30981926,144,0,0,0,0,0,0,0,0,0,0,0,385,37,2,Stanford
5,154,30.8,SEA,Korey Toomer,LB,23,2012,2018,0,0,0,11,,0.7803451766,-0.062870298,11.0628703,53,0,0,0,0,0,0,0,0,0,0,0,91,1,2,Idaho
5,154,30.8,WAS,Chris Thompson,RB,22,2013,2020,0,0,0,20,19,9.780345177,9.215133102,10.7848669,74,0,0,0,0,0,257,1214,5,232,1918,11,,,,Florida St.
5,154,30.8,NYJ,Jeremiah George,LB,22,2014,2017,0,0,0,3,,-7.219654823,-7.4681549,10.4681549,37,0,0,0,0,0,0,0,0,0,0,0,27,,0.5,Iowa St.
5,154,30.8,NOR,Tyeler Davison,DT,23,2015,2022,0,0,6,31,16,20.78034518,20.89795409,10.10204591,111,0,0,0,0,0,0,0,0,0,0,0,101,,5,Fresno St.
5,154,30.8,CLE,Jordan Payton,WR,23,2016,2016,0,0,0,0,0,-10.21965482,-9.671034135,9.671034135,4,0,0,0,0,0,0,0,0,1,3,0,,,,UCLA
5,154,30.8,WAS,Jeremy Sprinkle,TE,23,2017,2021,0,0,2,2,2,-8.219654823,-7.151514846,9.151514846,76,0,0,0,0,0,0,0,0,37,332,3,8,,,Arkansas
5,154,30.8,BUF,Siran Neal,DB,24,2018,2022,0,0,0,5,5,-5.219654823,-3.505222677,8.505222677,80,0,0,0,0,0,0,0,0,1,13,0,76,,1,Jacksonville St.
5,154,30.8,CAR,Jordan Scarlett,RB,23,2019,2021,0,0,0,0,0,-10.21965482,-7.664571437,7.664571437,10,0,0,0,0,0,4,9,0,0,0,0,1,,,Florida
5,154,30.8,MIA,Jason Strowbridge,DE,23,2020,2020,0,0,0,1,1,-9.219654823,-5.494330423,6.494330423,8,0,0,0,0,0,0,0,0,0,0,0,1,,,North Carolina
5,154,30.8,NYJ,Michael Carter,DB,22,2021,2022,0,0,0,6,6,-4.219654823,1.336311649,4.663688351,32,0,0,0,0,0,0,0,0,0,0,0,95,2,1,Duke
5,154,30.8,JAX,Snoop Conner,RB,22,2022,2022,0,0,0,0,0,-10.21965482,-0.9691679053,0.9691679053,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi
5,155,30.4,WAS,Quincy Sanders,DB,,2000,2000,0,0,0,0,0,-10.18428796,-12.92076728,12.92076728,,,,,,,,,,,,,,,,UNLV
5,155,30.4,PHI,A.J. Feeley,QB,24,2001,2011,0,0,1,7,6,-3.184287964,-5.818014096,12.8180141,28,425,762,4618,28,31,37,49,1,0,0,0,,,,Oregon
5,155,30.4,BAL,Terry Jones,TE,22,2002,2005,0,0,3,5,4,-5.184287964,-7.709002487,12.70900249,53,0,0,0,0,0,0,0,0,59,493,5,2,,,Alabama
5,155,30.4,NOR,Melvin Williams,DE,24,2003,2004,0,0,0,2,2,-8.184287964,-10.5930248,12.5930248,17,0,0,0,0,0,0,0,0,0,0,0,9,,,Kansas St.
5,155,30.4,MIN,Rod Davis,LB,23,2004,2006,0,0,0,3,3,-7.184287964,-9.46925263,12.46925263,40,0,0,0,0,0,0,0,0,0,0,0,33,,,Southern Miss
5,155,30.4,TAM,Larry Brackins,WR,,2005,2005,0,0,0,0,0,-10.18428796,-12.33670848,12.33670848,,,,,,,,,,,,,,,,Pearl River CC
5,155,30.4,CAR,Jeff King,TE,23,2006,2012,0,0,6,10,8,-0.1842879643,-2.194228793,12.19422879,108,0,0,0,0,0,0,0,0,156,1323,12,7,,,Virginia Tech
5,155,30.4,CAR,Dante Rosario,TE,22,2007,2014,0,0,1,9,7,-1.184287964,-3.04041497,12.04041497,122,0,0,0,0,0,1,-2,0,116,1235,8,27,,,Oregon
5,155,30.4,JAX,Thomas Williams,LB,23,2008,2011,0,0,0,1,0,-9.184287964,-10.87356744,11.87356744,15,0,0,0,0,0,0,0,0,0,0,0,12,,,USC
5,155,30.4,TAM,Xavier Fulton,T,23,2009,2009,0,0,0,0,0,-10.18428796,-11.69159536,11.69159536,,,,,,,,,,,,,,,,Illinois
5,155,30.4,ARI,John Skelton,QB,22,2010,2012,0,0,1,4,4,-6.184287964,-7.49189041,11.49189041,20,320,602,3707,15,25,42,182,0,0,0,0,,,,Fordham
5,155,30.4,WAS,Niles Paul,WR,22,2011,2018,0,0,1,7,6,-3.184287964,-4.271146267,11.27114627,88,0,0,0,0,0,5,7,0,78,954,2,26,,,Nebraska
5,155,30.4,MIA,Josh Kaddu,LB,22,2012,2014,0,0,0,0,0,-10.18428796,-11.02509367,11.02509367,6,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon
5,155,30.4,MIN,Jeff Locke,P,23,2013,2017,0,0,0,6,6,-4.184287964,-4.748099356,10.74809936,69,0,0,0,0,0,1,-6,0,0,0,0,2,,,UCLA
5,155,30.4,MIA,Arthur Lynch,TE,24,2014,2014,0,0,0,0,0,-10.18428796,-10.43253695,10.43253695,,,,,,,,,,,,,,,,Georgia
5,155,30.4,BUF,Karlos Williams,RB,22,2015,2015,0,0,0,4,4,-6.184287964,-6.067756849,10.06775685,11,0,0,0,0,0,93,517,7,11,96,2,,,,Florida St.
5,155,30.4,IND,Joe Haeg,T,23,2016,2022,0,0,2,22,19,11.81571204,12.36169046,9.63830954,80,0,0,0,0,0,0,0,0,0,0,0,1,,,North Dakota St.
5,155,30.4,TEN,Jayon Brown,LB,22,2017,2022,0,0,3,26,23,15.81571204,16.87932402,9.120675983,74,0,0,0,0,0,0,0,0,0,0,0,280,4,9.5,UCLA
5,155,30.4,LAC,Scott Quessenberry,C,23,2018,2022,0,0,2,13,8,2.815712036,4.5232703,8.4767297,79,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,155,30.4,CLE,Mack Wilson,LB,21,2019,2022,0,0,2,15,13,4.815712036,7.360870176,7.639129824,60,0,0,0,0,0,0,0,0,0,0,0,122,1,2.5,Alabama
5,155,30.4,CHI,Trevis Gipson,DE,23,2020,2022,0,0,1,9,9,-1.184287964,2.526863493,6.473136507,40,0,0,0,0,0,0,0,0,0,0,0,41,,10,Tulsa
5,155,30.4,SFO,Jaylon Moore,T,23,2021,2022,0,0,0,4,4,-6.184287964,-0.6491392301,4.64913923,24,0,0,0,0,0,0,0,0,0,0,0,,,,Western Michigan
5,155,30.4,DAL,Matt Waletzko,T,22,2022,2022,0,0,0,0,0,-10.18428796,-0.9680290143,0.9680290143,3,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota
5,156,30,BUF,Sammy Morris,RB,23,2000,2011,0,0,3,27,5,16.85131187,14.1242102,12.8757898,144,0,0,0,0,0,736,3053,26,166,1258,1,54,,,Texas Tech
5,156,30,MIA,Shawn Draper,T,,2001,2001,0,0,0,0,0,-10.14868813,-12.77341341,12.77341341,,,,,,,,,,,,,,,,Alabama
5,156,30,GNB,Aaron Kampman,DE,22,2002,2011,0,2,7,55,54,44.85131187,42.33519845,12.66480155,123,0,0,0,0,0,0,0,0,0,0,0,338,,58,Iowa
5,156,30,MIA,Donald Lee,TE,23,2003,2011,0,0,5,17,2,6.851311874,4.45075084,12.54924916,133,0,0,0,0,0,0,0,0,209,1990,19,18,,,Mississippi St.
5,156,30,NOR,Mike Karney,FB,23,2004,2010,0,0,7,2,2,-8.148688126,-10.42593086,12.42593086,101,0,0,0,0,0,47,99,5,64,325,2,,,,Arizona St.
5,156,30,BUF,Eric King,DB,23,2005,2010,0,0,0,4,1,-6.148688126,-8.293872758,12.29387276,63,0,0,0,0,0,0,0,0,0,0,0,69,,,Wake Forest
5,156,30,TAM,Julian Jenkins,DE,22,2006,2006,0,0,0,1,1,-9.148688126,-11.15191555,12.15191555,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Stanford
5,156,30,PIT,Cameron Stephenson,G,,2007,2007,0,0,0,0,0,-10.14868813,-11.99866577,11.99866577,,,,,,,,,,,,,,,,Rutgers
5,156,30,PIT,Dennis Dixon,QB,23,2008,2010,0,0,0,2,2,-8.148688126,-9.832430073,11.83243007,4,35,59,402,1,2,10,56,1,0,0,0,,,,Oregon
5,156,30,ATL,Garrett Reynolds,T,22,2009,2016,0,0,2,18,13,7.851311874,6.348874706,11.65112529,68,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina
5,156,30,BAL,David Reed,WR,23,2010,2013,0,0,0,2,2,-8.148688126,-9.452152664,11.45215266,36,0,0,0,0,0,2,31,0,6,68,0,18,,,Utah
5,156,30,SEA,Mark LeGree,DB,22,2011,2011,0,0,0,0,0,-10.14868813,-11.232218,11.232218,,,,,,,,,,,,,,,,Appalachian St.
5,156,30,CIN,Shaun Prater,DB,22,2012,2015,0,0,0,2,,-8.148688126,-8.987067682,10.98706768,21,0,0,0,0,0,0,0,0,0,0,0,7,1,,Iowa
5,156,30,CIN,Tanner Hawkinson,T,23,2013,2014,0,0,0,0,0,-10.14868813,-10.71108912,10.71108912,4,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas
5,156,30,DEN,Lamin Barrow,LB,23,2014,2015,0,0,0,2,1,-8.148688126,-8.396683884,10.39668388,32,0,0,0,0,0,0,0,0,0,0,0,10,,,LSU
5,156,30,MIA,Tony Lippett,WR,23,2015,2018,0,0,1,6,6,-4.148688126,-4.033241447,10.03324145,28,0,0,0,0,0,0,0,0,0,0,0,58,4,,Michigan St.
5,156,30,BUF,Jonathan Williams,RB,22,2016,2022,0,0,0,5,1,-5.148688126,-4.605368934,9.605368934,46,0,1,0,0,0,134,565,3,22,149,0,4,,,Arkansas
5,156,30,ATL,Brian Hill,RB,21,2017,2021,0,0,0,9,8,-1.148688126,-0.08963355645,9.089633556,48,0,0,0,0,0,209,982,3,38,313,1,7,,,Wyoming
5,156,30,DEN,Troy Fumagalli,TE,23,2018,2020,0,0,0,1,1,-9.148688126,-7.448048645,8.448048645,19,0,0,0,0,0,0,0,0,14,118,2,1,,,Wisconsin
5,156,30,DEN,Justin Hollins,LB,23,2019,2022,0,0,0,8,1,-2.148688126,0.3864797252,7.613520275,55,0,0,0,0,0,0,0,0,0,0,0,63,,9.5,Oregon
5,156,30,WAS,Keith Ismael,C,22,2020,2021,0,0,0,2,2,-8.148688126,-4.451802692,6.451802692,18,0,0,0,0,0,0,0,0,0,0,0,,,,San Diego St.
5,156,30,PIT,Isaiahh Loudermilk,DE,23,2021,2022,0,0,0,4,4,-6.148688126,-0.6344940722,4.634494072,26,0,0,0,0,0,0,0,0,0,0,0,20,,1,Wisconsin
5,156,30,CLE,Jerome Ford,RB,22,2022,2022,0,0,0,0,0,-10.14868813,-0.9668826056,0.9668826056,13,0,0,0,0,0,8,12,0,0,0,0,1,,,Cincinnati
5,157,29.6,TAM,James Whalen,TE,22,2000,2003,0,0,0,1,,-9.112850634,-11.83051145,12.83051145,26,0,0,0,0,0,0,0,0,17,152,0,16,,,Kentucky
5,157,29.6,MIN,Patrick Chukwurah,LB,22,2001,2007,0,0,0,6,3,-4.112850634,-6.728514386,12.72851439,78,0,0,0,0,0,0,0,0,0,0,0,62,,9,Wyoming
5,157,29.6,TAM,Jermaine Phillips,DB,23,2002,2009,0,0,6,32,32,21.88714937,19.37969505,12.62030495,96,0,0,0,0,0,0,0,0,0,0,0,339,11,3,Georgia
5,157,29.6,DEN,Ben Claxton,G,23,2003,2009,0,0,0,0,,-10.11285063,-12.5051807,12.5051807,3,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi
5,157,29.6,SEA,D.J. Hackett,WR,23,2004,2008,0,0,0,14,12,3.887149366,1.617680687,12.38231931,42,0,0,0,0,0,0,0,0,118,1575,9,,,,Colorado
5,157,29.6,JAX,Gerald Sensabaugh,DB,22,2005,2012,0,0,5,31,10,20.88714937,18.7492495,12.2507505,112,0,0,0,0,0,0,0,0,0,0,0,327,14,2,North Carolina
5,157,29.6,CIN,A.J. Nicholson,LB,23,2006,2006,0,0,0,0,0,-10.11285063,-12.10931926,12.10931926,2,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
5,157,29.6,GNB,David Clowney,WR,22,2007,2010,0,0,0,3,,-7.112850634,-8.956637295,11.9566373,28,0,0,0,0,0,3,1,0,22,341,1,1,,,Virginia Tech
5,157,29.6,LAR,Roy Schuening,G,24,2008,2008,0,0,0,0,0,-10.11285063,-11.79101753,11.79101753,1,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.
5,157,29.6,PHI,Victor Harris,DB,23,2009,2010,0,0,0,3,3,-7.112850634,-8.610384511,11.61038451,18,0,0,0,0,0,0,0,0,0,0,0,41,,,Virginia Tech
5,157,29.6,BAL,Arthur Jones,DE,24,2010,2017,0,0,2,18,14,7.887149366,6.587850895,11.4121491,64,0,0,0,0,0,0,0,0,0,0,0,99,,10,Syracuse
5,157,29.6,DET,Doug Hogue,LB,22,2011,2012,0,0,0,2,1,-8.112850634,-9.193029328,11.19302933,27,0,0,0,0,0,0,0,0,0,0,0,11,,,Syracuse
5,157,29.6,ATL,Bradie Ewing,RB,22,2012,2013,0,0,0,0,0,-10.11285063,-10.94878733,10.94878733,2,0,0,0,0,0,0,0,0,2,29,0,,,,Wisconsin
5,157,29.6,SFO,Quinton Dial,DE,23,2013,2017,0,0,2,15,13,4.887149366,4.326168694,10.67383131,59,0,0,0,0,0,0,0,0,0,0,0,90,,4.5,Alabama
5,157,29.6,PIT,Shaquille Richardson,DB,22,2014,2014,0,0,0,0,0,-10.11285063,-10.36059099,10.36059099,,,,,,,,,,,,,,,,Arizona
5,157,29.6,CIN,C.J. Uzomah,TE,22,2015,2022,0,0,4,14,13,3.887149366,4.001504836,9.998495164,94,0,0,0,0,0,0,0,0,184,1823,15,12,,,Auburn
5,157,29.6,TEN,LeShaun Sims,DB,22,2016,2020,0,0,0,11,7,0.8871493658,1.427792017,9.572207983,69,0,0,0,0,0,0,0,0,0,0,0,127,3,,Southern Utah
5,157,29.6,ARI,Will Holden,T,23,2017,2021,0,0,0,5,3,-5.112850634,-4.058383481,9.058383481,27,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt
5,157,29.6,MIN,Tyler Conklin,TE,23,2018,2022,0,0,2,12,8,1.887149366,3.580824263,8.419175737,81,0,0,0,0,0,2,3,0,151,1474,7,3,,,Central Michigan
5,157,29.6,NYJ,Blake Cashman,LB,23,2019,2022,0,0,0,6,4,-4.112850634,-1.587739418,7.587739418,30,0,0,0,0,0,0,0,0,0,0,0,53,,3.5,Minnesota
5,157,29.6,JAX,Daniel Thomas,DB,22,2020,2022,0,0,0,3,3,-7.112850634,-3.430326172,6.430326172,41,0,0,0,0,0,0,0,0,0,0,0,38,1,,Auburn
5,157,29.6,MIN,Ihmir Smith-Marsette,WR,22,2021,2022,0,0,0,1,1,-9.112850634,-3.61975095,4.61975095,16,0,0,0,0,0,1,-1,0,6,131,2,,,,Iowa
5,157,29.6,TAM,Zyon McCollum,DB,23,2022,2022,0,0,0,2,2,-8.112850634,1.034271472,0.9657285284,13,0,0,0,0,0,0,0,0,0,0,0,18,,,Sam Houston St.
5,158,29.2,NOR,Austin Wheatley,TE,22,2000,2000,0,0,0,0,0,-10.07677065,-12.78492612,12.78492612,4,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa
5,158,29.2,LVR,Ray Perryman,DB,22,2001,2004,0,0,0,0,,-10.07677065,-12.68331095,12.68331095,10,0,0,0,0,0,0,0,0,0,0,0,,,,Northern Arizona
5,158,29.2,ATL,Kurt Kittner,QB,22,2002,2003,0,0,0,1,1,-9.076770654,-11.57550666,12.57550666,7,44,114,391,2,6,8,13,0,0,0,0,,,,Illinois
5,158,29.2,DEN,Adrian Madise,WR,23,2003,2003,0,0,0,0,0,-10.07677065,-12.46081345,12.46081345,11,0,0,0,0,0,1,10,0,2,10,0,1,,,TCU
5,158,29.2,LAR,Jason Shivers,DB,21,2004,2004,0,0,0,0,,-10.07677065,-12.33841208,12.33841208,1,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona St.
5,158,29.2,BAL,Justin Green,FB,23,2005,2007,0,0,0,0,0,-10.07677065,-12.20733588,12.20733588,39,0,0,0,0,0,5,4,0,13,65,0,21,,,Montana
5,158,29.2,NYG,Charlie Peprah,DB,23,2006,2012,0,0,2,12,,1.923229346,-0.06643418165,12.06643418,74,0,0,0,0,0,0,0,0,0,0,0,142,8,,Alabama
5,158,29.2,DET,Johnny Baldwin,LB,23,2007,2007,0,0,0,0,,-10.07677065,-11.91432388,11.91432388,3,0,0,0,0,0,0,0,0,0,0,0,2,,,Arkansas–Monticello
5,158,29.2,CHI,Kellen Davis,TE,22,2008,2016,0,0,4,5,5,-5.076770654,-6.749324213,11.74932421,125,0,0,0,0,0,0,0,0,53,579,13,10,,,Michigan St.
5,158,29.2,WAS,Cody Glenn,LB,22,2009,2010,0,0,0,2,,-8.076770654,-9.56936751,11.56936751,19,0,0,0,0,0,0,0,0,0,0,0,19,,,Nebraska
5,158,29.2,NOR,Matt Tennant,C,23,2010,2012,0,0,0,3,2,-7.076770654,-8.371874325,11.37187433,36,0,0,0,0,0,0,0,0,0,0,0,,,,Boston Col.
5,158,29.2,LAR,Jermale Hines,DB,23,2011,2011,0,0,0,0,,-10.07677065,-11.15357496,11.15357496,10,0,0,0,0,0,0,0,0,0,0,0,3,,,Ohio St.
5,158,29.2,LVR,Jack Crawford,DE,24,2012,2020,0,0,3,18,1,7.923229346,7.089752556,10.91024744,109,0,0,0,0,0,0,0,0,0,0,0,91,1,18,Penn St.
5,158,29.2,SEA,Luke Willson,TE,23,2013,2020,0,0,2,12,11,1.923229346,1.363679106,10.63632089,102,0,0,0,0,0,0,0,0,111,1307,11,6,,,Rice
5,158,29.2,DET,Caraun Reid,DT,22,2014,2021,0,0,1,9,6,-1.076770654,-1.324253396,10.3242534,55,0,0,0,0,0,0,0,0,0,0,0,38,,3.5,Princeton
5,158,29.2,ARI,Shaquille Riddick,DE,22,2015,2015,0,0,0,0,0,-10.07677065,-9.963513305,9.963513305,,,,,,,,,,,,,,,,West Virginia
5,158,29.2,NYJ,Brandon Shell,T,24,2016,2022,0,0,5,29,13,18.92322935,19.4611778,9.538822204,83,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina
5,158,29.2,IND,Nate Hairston,DB,23,2017,2022,0,0,1,9,5,-1.076770654,-0.02692153355,9.026921534,61,0,0,0,0,0,0,0,0,0,0,0,83,2,2,Temple
5,158,29.2,CIN,Andrew Brown,DE,22,2018,2022,0,0,0,2,2,-8.076770654,-6.390107074,8.390107074,28,0,0,0,0,0,0,0,0,0,0,0,13,,1,Virginia
5,158,29.2,DAL,Michael Jackson,DB,22,2019,2022,0,0,1,6,,-4.076770654,-1.56178377,7.56178377,21,0,0,0,0,0,0,0,0,0,0,0,65,1,,Miami (FL)
5,158,29.2,NYJ,Bryce Hall,DB,23,2020,2022,0,0,2,7,7,-3.076770654,0.591295957,6.408704043,30,0,0,0,0,0,0,0,0,0,0,0,99,1,0.5,Virginia
5,158,29.2,CAR,Daviyon Nixon,DT,22,2021,2022,0,0,0,1,1,-9.076770654,-3.604907871,4.604907871,14,0,0,0,0,0,0,0,0,0,0,0,4,,0.5,Iowa
5,158,29.2,SEA,Tyreke Smith,DE,22,2022,2022,0,0,0,0,0,-10.07677065,-0.9645666267,0.9645666267,,,,,,,,,,,,,,,,Ohio St.
5,159,28.8,JAX,Kiwaukee Thomas,DB,23,2000,2007,0,0,0,12,8,1.959556815,-0.7390274836,12.73902748,110,0,0,0,0,0,0,0,0,0,0,0,202,1,4,Georgia Southern
5,159,28.8,TEN,Eddie Berlin,WR,23,2001,2005,0,0,0,3,3,-7.040443185,-9.637796824,12.63779682,62,0,0,0,0,0,0,0,0,26,379,2,27,,,Northern Iowa
5,159,28.8,WAS,Andre Lott,DB,23,2002,2006,0,0,0,4,4,-6.040443185,-8.530400473,12.53040047,32,0,0,0,0,0,0,0,0,0,0,0,34,,1,Tennessee
5,159,28.8,ATL,Jon Olinger,WR,,2003,2003,0,0,0,0,0,-10.04044319,-12.41614127,12.41614127,,,,,,,,,,,,,,,,Cincinnati
5,159,28.8,JAX,Sean Bubin,T,,2004,2004,0,0,0,0,0,-10.04044319,-12.29420307,12.29420307,,,,,,,,,,,,,,,,Illinois
5,159,28.8,SEA,Jeb Huckeba,LB,,2005,2005,0,0,0,0,0,-10.04044319,-12.16362286,12.16362286,,,,,,,,,,,,,,,,Arkansas
5,159,28.8,CHI,Mark Anderson,DE,23,2006,2012,0,0,1,21,15,10.95955681,8.976745655,12.02325435,98,0,0,0,0,0,0,0,0,0,0,0,132,,36.5,Alabama
5,159,28.8,PHI,C.J. Gaddis,DB,,2007,2007,0,0,0,0,0,-10.04044319,-11.87171963,11.87171963,,,,,,,,,,,,,,,,Clemson
5,159,28.8,JAX,Trae Williams,DB,23,2008,2008,0,0,0,0,0,-10.04044319,-11.70734433,11.70734433,,,,,,,,,,,,,,,,South Florida
5,159,28.8,PHI,Fenuki Tupou,T,24,2009,2009,0,0,0,0,0,-10.04044319,-11.5280686,11.5280686,,,,,,,,,,,,,,,,Oregon
5,159,28.8,PHI,Riley Cooper,WR,22,2010,2015,0,0,3,17,17,6.959556815,5.668677266,11.33132273,88,0,0,0,0,0,0,18,0,169,2418,18,14,,,Florida
5,159,28.8,NWE,Lee Smith,TE,23,2011,2021,0,0,4,5,,-5.040443185,-6.113849427,11.11384943,149,0,0,0,0,0,0,0,0,73,523,11,4,,,Marshall
5,159,28.8,PIT,Chris Rainey,RB,24,2012,2013,0,0,0,1,1,-9.040443185,-9.871442669,10.87144267,18,0,0,0,0,0,26,102,2,14,60,0,1,,,Florida
5,159,28.8,GNB,Micah Hyde,DB,22,2013,2022,0,1,7,52,13,41.95955681,41.40144733,10.59855267,144,0,0,0,0,0,0,0,0,0,0,0,445,22,5,Iowa
5,159,28.8,JAX,Chris Smith,DE,22,2014,2021,0,0,0,8,3,-2.040443185,-2.287666048,10.28766605,72,0,0,0,0,0,0,0,0,0,0,0,54,,11,Arkansas
5,159,28.8,ARI,JJ Nelson,WR,23,2015,2019,0,0,0,12,12,1.959556815,2.071708987,9.928291013,58,0,0,0,0,0,12,120,1,85,1475,11,1,,,Ala-Birmingham
5,159,28.8,HOU,K.J. Dillon,DB,22,2016,2016,0,0,0,0,0,-10.04044319,-9.505206961,9.505206961,5,0,0,0,0,0,0,0,0,0,0,0,4,,,West Virginia
5,159,28.8,BAL,Jermaine Eluemunor,G,22,2017,2022,0,0,1,16,3,5.959556815,7.004756655,8.995243345,70,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
5,159,28.8,IND,Daurice Fountain,WR,22,2018,2021,0,0,0,0,0,-10.04044319,-8.360838619,8.360838619,8,0,0,0,0,0,0,0,0,2,23,0,1,,,Northern Iowa
5,159,28.8,NWE,Byron Cowart,DT,23,2019,2022,0,0,1,10,9,-0.04044318541,2.464350273,7.535649727,36,0,0,0,0,0,0,0,0,0,0,0,19,,1,Maryland
5,159,28.8,NWE,Justin Rohrwasser,K,23,2020,2020,0,0,0,0,0,-10.04044319,-6.386933303,6.386933303,,,,,,,,,,,,,,,,Marshall
5,159,28.8,LAC,Brenden Jaimes,G,22,2021,2022,0,0,0,2,2,-8.040443185,-2.589962774,4.589962774,23,0,0,0,0,0,0,0,0,0,0,0,,,,Nebraska
5,159,28.8,IND,Eric Johnson,DT,24,2022,2022,0,0,0,1,1,-9.040443185,0.0366032609,0.9633967391,14,0,0,0,0,0,0,0,0,0,0,0,1,,,Missouri State
5,160,28.4,TEN,Frank Chamberlin,LB,22,2000,2005,0,0,0,5,5,-5.003863054,-7.69280898,12.69280898,57,0,0,0,0,0,0,0,0,0,0,0,40,,1,Boston Col.
5,160,28.4,NYG,John Markham,K,,2001,2001,0,0,0,0,0,-10.00386305,-12.59196552,12.59196552,,,,,,,,,,,,,,,,Vanderbilt
5,160,28.4,WAS,Robert Royal,TE,23,2002,2010,0,0,6,9,2,-1.003863054,-3.484979945,12.48497994,110,0,0,0,0,0,1,-9,0,128,1271,14,,,,LSU
5,160,28.4,NYG,David Diehl,G,22,2003,2013,0,1,11,67,67,56.99613695,54.62884223,12.37115777,164,0,0,0,0,0,0,0,0,0,0,0,,,,Illinois
5,160,28.4,MIA,Tony Bua,LB,24,2004,2004,0,0,0,1,1,-9.003863054,-11.24968597,12.24968597,7,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas
5,160,28.4,ATL,Michael Boley,LB,23,2005,2013,0,0,8,41,22,30.99613695,28.88039478,12.11960522,131,0,0,0,0,0,0,0,0,0,0,0,542,8,9.5,Southern Miss
5,160,28.4,JAX,Brent Hawkins,DE,23,2006,2007,0,0,0,3,3,-7.003863054,-8.979773593,11.97977359,20,0,0,0,0,0,0,0,0,0,0,0,19,,5.5,Illinois St.
5,160,28.4,KAN,Justin Medlock,K,23,2007,2012,0,0,0,1,0,-9.003863054,-10.82881848,11.82881848,11,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA
5,160,28.4,TAM,Josh Johnson,QB,22,2008,2022,0,0,0,7,4,-3.003863054,-4.665071903,11.6650719,39,206,355,2280,13,16,78,425,1,0,0,0,1,,,San Diego
5,160,28.4,LAR,Brooks Foster,WR,23,2009,2009,0,0,0,0,0,-10.00386305,-11.48648187,11.48648187,,,,,,,,,,,,,,,,North Carolina
5,160,28.4,CLE,Larry Asante,DB,22,2010,2015,0,0,0,2,,-8.003863054,-9.290488542,11.29048854,39,0,0,0,0,0,0,0,0,0,0,0,58,1,,Nebraska
5,160,28.4,CHI,Nathan Enderle,QB,23,2011,2011,0,0,0,0,0,-10.00386305,-11.07384705,11.07384705,,,,,,,,,,,,,,,,Idaho
5,160,28.4,CLE,Ryan Miller,G,23,2012,2012,0,0,0,1,1,-9.003863054,-9.832367467,10.83236747,8,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado
5,160,28.4,LAR,Zac Stacy,RB,22,2013,2015,0,0,1,11,10,0.9961369455,0.4394787603,10.56052124,35,0,0,0,0,0,357,1355,9,53,358,1,2,,,Vanderbilt
5,160,28.4,ARI,Ed Stinson,DE,24,2014,2017,0,0,0,5,5,-5.003863054,-5.250823726,10.25082373,33,0,0,0,0,0,0,0,0,0,0,0,22,,1,Alabama
5,160,28.4,PIT,Jesse James,TE,21,2015,2022,0,0,4,12,10,1.996136946,2.10717674,9.89282326,104,0,0,0,0,0,0,0,0,157,1522,12,,,,Penn St.
5,160,28.4,MIN,Kentrell Brothers,LB,23,2016,2019,0,0,0,4,4,-6.003863054,-5.471357457,9.471357457,51,0,0,0,0,0,0,0,0,0,0,0,41,,1,Missouri
5,160,28.4,CLE,Roderick Johnson,T,21,2017,2020,0,0,0,5,,-5.003863054,-3.963344395,8.963344395,29,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
5,160,28.4,LAR,Ogbonnia Okoronkwo,DE,23,2018,2022,0,0,0,8,3,-2.003863054,-0.3313661953,8.331366195,50,0,0,0,0,0,0,0,0,0,0,0,52,,9.5,Oklahoma
5,160,28.4,BAL,Daylon Mack,DT,22,2019,2019,0,0,0,0,0,-10.00386305,-7.509333558,7.509333558,1,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
