Rnd,Pick,Pick Value,Tm,Player,Pos,Age,From,To,AP1,PB,St,wAV,DrAV,wAV vs Expected,wAV vs Expected and Year,Expected,G,Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Rush TD,Rec,Rec Yds,Rec TD,Solo,Int,Sk,College/Univ
2,39,510,CHI,James Daniels,C,20,2018,2022,0,0,5,24,17,-2.933757197,2.071218011,21.92878199,71,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa
2,39,510,TAM,Sean Murphy-Bunting,DB,22,2019,2022,0,0,1,14,14,-12.9337572,-5.650577707,19.65057771,53,0,0,0,0,0,0,0,0,0,0,0,139,6,1,Central Michigan
2,39,510,MIA,Robert Hunt,G,24,2020,2022,0,0,3,18,18,-8.933757197,1.520830319,16.47916968,50,0,0,0,0,0,1,0,0,0,0,0,,,,Louisiana
2,39,510,CHI,Teven Jenkins,G,23,2021,2022,0,0,1,6,6,-20.9337572,-5.518043819,11.51804382,19,0,0,0,0,0,0,0,0,0,0,0,1,,,Oklahoma St.
2,39,510,CHI,Kyler Gordon,DB,22,2022,2022,0,0,1,4,4,-22.9337572,2.494279843,1.505720157,14,0,0,0,0,0,0,0,0,0,0,0,55,3,,Washington
2,40,500,DEN,Ian Gold,LB,22,2000,2007,0,1,5,39,33,12.28524236,5.258769977,33.74123002,115,0,0,0,0,0,0,0,0,0,0,0,436,4,17,Michigan
2,40,500,SEA,Ken Lucas,DB,22,2001,2009,0,0,7,46,20,19.28524236,12.53594676,33.46405324,138,0,0,0,0,0,0,0,0,0,0,0,461,25,,Mississippi
2,40,500,JAX,Mike Pearson,T,22,2002,2005,0,0,2,17,17,-9.714757639,-16.16999436,33.16999436,40,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2,40,500,MIN,E.J. Henderson,LB,23,2003,2011,0,1,7,47,47,20.28524236,14.14285552,32.85714448,125,0,0,0,0,0,0,0,0,0,0,0,559,5,15.5,Maryland
2,40,500,TEN,Ben Troupe,TE,22,2004,2008,0,0,2,8,8,-18.71475764,-24.52326898,32.52326898,57,0,0,0,0,0,1,-1,0,106,1056,7,4,,,Florida
2,40,500,NOR,Josh Bullocks,DB,22,2005,2010,0,0,3,21,19,-5.714757639,-11.16573105,32.16573105,90,0,0,0,0,0,0,0,0,0,0,0,235,6,1,Nebraska
2,40,500,DET,Daniel Bullocks,DB,23,2006,2008,0,0,1,7,7,-19.71475764,-24.78139201,31.78139201,31,0,0,0,0,0,0,0,0,0,0,0,119,,1,Nebraska
2,40,500,MIA,John Beck,QB,26,2007,2011,0,0,0,4,2,-22.71475764,-27.36647913,31.36647913,9,140,239,1417,3,7,19,55,3,0,0,0,,,,BYU
2,40,500,NOR,Tracy Porter,DB,22,2008,2016,0,0,6,31,16,4.285242361,0.08359217538,30.91640782,98,0,0,0,0,0,0,0,0,0,0,0,310,13,2.5,Indiana
2,40,500,NWE,Ron Brace,DT,22,2009,2012,0,0,1,6,6,-20.71475764,-24.42553804,30.42553804,39,0,0,0,0,0,0,0,0,0,0,0,24,,,Boston Col.
2,40,500,MIA,Koa Misi,LB,23,2010,2016,0,0,6,30,30,3.285242361,0.1131661942,29.88683381,84,0,0,0,0,0,0,0,0,0,0,0,258,,12,Utah
2,40,500,DAL,Bruce Carter,LB,23,2011,2018,0,0,3,20,16,-6.714757639,-9.291376349,29.29137635,101,0,0,0,0,0,0,0,0,0,0,0,234,5,5,North Carolina
2,40,500,CAR,Amini Silatolu,G,23,2012,2018,0,0,1,18,18,-8.714757639,-10.62764932,28.62764932,54,0,0,0,0,0,0,0,0,0,0,0,,,,Midwestern St.
2,40,500,SFO,Tank Carradine,DE,23,2013,2019,0,0,0,7,7,-19.71475764,-20.88045699,27.88045699,46,0,0,0,0,0,0,0,0,0,0,0,56,,5.5,Florida St.
2,40,500,DET,Kyle Van Noy,LB,23,2014,2022,0,0,6,51,4,24.28524236,23.97077279,27.02922721,128,0,0,0,0,0,0,0,0,0,0,0,318,3,33.5,BYU
2,40,500,TEN,Dorial Green-Beckham,WR,22,2015,2016,0,0,0,7,4,-19.71475764,-19.04523268,26.04523268,31,0,0,0,0,0,0,0,0,68,941,6,,,,Oklahoma
2,40,500,NYG,Sterling Shepard,WR,23,2016,2022,0,0,5,27,27,0.2852423608,2.113201697,24.8867983,75,0,0,0,0,0,23,180,1,362,4038,22,3,,,Oklahoma
2,40,500,CAR,Curtis Samuel,WR,21,2017,2022,0,0,4,23,18,-3.714757639,-0.4904814748,23.49048147,75,0,0,0,0,0,114,676,6,255,2770,18,7,,,Ohio St.
2,40,500,DEN,Courtland Sutton,WR,22,2018,2022,0,1,3,24,24,-2.714757639,2.246564008,21.75343599,65,2,2,54,0,0,5,21,0,239,3487,14,5,,,SMU
2,40,500,LVR,Trayvon Mullen,DB,21,2019,2022,0,0,2,10,10,-16.71475764,-9.494009827,19.49400983,46,0,0,0,0,0,0,0,0,0,0,0,128,4,,Clemson
2,40,500,HOU,Ross Blacklock,DT,22,2020,2022,0,0,0,4,3,-22.71475764,-12.34874216,16.34874216,40,0,0,0,0,0,0,0,0,0,0,0,26,,3,TCU
2,40,500,ATL,Richie Grant,DB,23,2021,2022,0,0,1,7,7,-19.71475764,-4.428508416,11.42850842,33,0,0,0,0,0,0,0,0,0,0,0,98,2,,Central Florida
2,40,500,SEA,Boye Mafe,DE,23,2022,2022,0,0,0,2,2,-24.71475764,0.5012885871,1.498711413,17,0,0,0,0,0,0,0,0,0,0,0,28,,3,Minnesota
2,41,490,ARI,Raynoch Thompson,LB,22,2000,2004,0,0,4,19,19,-7.493574936,-14.46348954,33.46348954,64,0,0,0,0,0,0,0,0,0,0,0,253,,7.5,Tennessee
2,41,490,GNB,Robert Ferguson,WR,21,2001,2008,0,0,3,18,15,-8.493574936,-15.18863953,33.18863953,83,0,0,0,0,0,1,-8,0,151,1993,13,31,,,Texas A&M
2,41,490,CIN,Lamont Thompson,DB,24,2002,2007,0,0,3,17,1,-9.493574936,-15.89704914,32.89704914,83,0,0,0,0,0,0,0,0,0,0,0,207,9,1,Washington St.
2,41,490,HOU,Bennie Joppru,TE,23,2003,2007,0,0,0,0,0,-26.49357494,-32.58682549,32.58682549,19,0,0,0,0,0,0,0,0,0,0,0,5,,,Michigan
2,41,490,DEN,Tatum Bell,RB,23,2004,2008,0,0,1,22,20,-4.493574936,-10.25575272,32.25575272,54,0,0,0,0,0,569,2773,16,71,419,0,5,,,Oklahoma St.
2,41,490,TEN,Michael Roos,T,22,2005,2014,1,1,9,63,63,36.50642506,31.09878384,31.90121616,148,0,0,0,0,0,0,0,0,1,-7,0,,,,East. Washington
2,41,490,ARI,Deuce Lutui,G,23,2006,2012,0,0,5,34,32,7.506425064,2.479896524,31.52010348,101,0,0,0,0,0,0,0,0,0,0,0,,,,USC
2,41,490,ATL,Chris Houston,DB,22,2007,2013,0,0,7,32,13,5.506425064,0.8913263972,31.1086736,99,0,0,0,0,0,0,0,0,0,0,0,324,13,,Arkansas
2,41,490,BUF,James Hardy,WR,22,2008,2009,0,0,0,1,1,-25.49357494,-29.66238044,30.66238044,16,0,0,0,0,0,0,0,0,10,96,2,,,,Indiana
2,41,490,NWE,Darius Butler,DB,23,2009,2017,0,0,0,22,5,-4.493574936,-8.17563128,30.17563128,124,0,0,0,0,0,0,0,0,0,0,0,278,15,,Connecticut
2,41,490,BUF,Torell Troup,DT,21,2010,2011,0,0,0,2,2,-24.49357494,-27.64144922,29.64144922,21,0,0,0,0,0,0,0,0,0,0,0,17,,,Central Florida
2,41,490,WAS,Jarvis Jenkins,DT,23,2011,2018,0,0,3,23,13,-3.493574936,-6.050990363,29.05099036,98,0,0,0,0,0,0,0,0,0,0,0,87,,7,Clemson
2,41,490,BUF,Cordy Glenn,G,22,2012,2019,0,0,6,38,31,11.50642506,9.60716498,28.39283502,97,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia
2,41,490,BUF,Robert Woods,WR,21,2013,2022,0,0,9,56,15,29.50642506,28.34808497,27.65191503,142,0,0,0,0,0,74,507,5,623,7604,37,7,,,USC
2,41,490,LAR,Lamarcus Joyner,DB,23,2014,2022,0,0,4,26,15,-0.493574936,-0.8078309349,26.80783093,110,0,0,0,0,0,0,0,0,0,0,0,361,7,5,Florida St.
2,41,490,CAR,Devin Funchess,TE,21,2015,2019,0,0,2,20,20,-6.493574936,-5.832096591,25.83209659,62,0,0,0,0,0,0,0,0,164,2265,21,,,,Michigan
2,41,490,BUF,Reggie Ragland,LB,22,2016,2022,0,0,3,22,,-4.493574936,-2.683386749,24.68338675,79,0,0,0,0,0,0,0,0,0,0,0,175,1,3.5,Alabama
2,41,490,MIN,Dalvin Cook,RB,22,2017,2022,0,4,5,52,52,25.50642506,28.70120863,23.29879137,73,0,0,0,0,0,1282,5993,47,221,1794,5,2,,,Florida St.
2,41,490,TEN,Harold Landry,LB,22,2018,2021,0,1,3,28,28,1.506425064,6.423672409,21.57632759,64,0,0,0,0,0,0,0,0,0,0,0,164,2,31,Boston Col.
2,41,490,DEN,Dalton Risner,T,24,2019,2022,0,0,4,21,21,-5.493574936,1.664131718,19.33586828,62,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.
2,41,490,IND,Jonathan Taylor,RB,21,2020,2022,1,1,3,32,32,5.506425064,15.78299629,16.21700371,43,0,0,0,0,0,756,3841,33,104,802,3,,,,Wisconsin
2,41,490,DET,Levi Onwuzurike,DT,23,2021,2021,0,0,0,1,1,-25.49357494,-10.33807309,11.33807309,16,0,0,0,0,0,0,0,0,0,0,0,15,,1,Washington
2,41,490,SEA,Kenneth Walker III,RB,21,2022,2022,0,0,1,8,8,-18.49357494,6.508367776,1.491632224,15,0,0,0,0,0,228,1050,9,27,165,0,1,,,Michigan St.
2,42,480,NYG,Cornelius Griffin,DT,23,2000,2009,0,0,9,58,20,31.72985809,24.81709979,33.18290021,146,0,0,0,0,0,0,0,0,0,0,0,340,2,29,Alabama
2,42,480,LAR,Tommy Polley,LB,23,2001,2005,0,0,5,30,23,3.729858095,-2.910400836,32.91040084,73,0,0,0,0,0,0,0,0,0,0,0,311,4,6,Florida St.
2,42,480,IND,Larry Tripplett,DT,23,2002,2007,0,0,4,27,14,0.7298580946,-5.621304255,32.62130426,92,0,0,0,0,0,0,0,0,0,0,0,147,1,8.5,Washington
2,42,480,SEA,Ken Hamlin,DB,22,2003,2010,0,1,6,37,20,10.72985809,4.686266216,32.31373378,107,0,0,0,0,0,0,0,0,0,0,0,378,15,5,Arkansas
2,42,480,TEN,Travis LaBoy,DE,23,2004,2011,0,0,3,21,10,-5.270141905,-10.98549249,31.98549249,95,0,0,0,0,0,0,0,0,0,0,0,147,1,29.5,Hawaii
2,42,480,DAL,Kevin Burnett,LB,22,2005,2013,0,0,4,40,6,13.72985809,8.366011913,31.63398809,136,0,0,0,0,0,0,0,0,0,0,0,495,5,20,Tennessee
2,42,480,CHI,Danieal Manning,DB,24,2006,2014,0,0,6,35,21,8.729858095,3.743865154,31.25613485,128,0,0,0,0,0,0,0,0,0,0,0,435,11,4,Abilene Christian
2,42,480,IND,Tony Ugoh,T,23,2007,2011,0,0,2,17,16,-9.270141905,-13.8482237,30.8482237,40,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas
2,42,480,DEN,Eddie Royal,WR,22,2008,2016,0,0,6,35,19,8.729858095,4.594252564,30.40574744,116,0,1,0,0,0,35,275,0,408,4357,28,3,,,Virginia Tech
2,42,480,BUF,Jairus Byrd,DB,22,2009,2017,0,3,7,38,31,11.72985809,8.076838826,29.92316117,118,0,0,0,0,0,0,0,0,0,0,0,379,25,4,Oregon
2,42,480,NWE,Rob Gronkowski,TE,21,2010,2021,4,5,11,78,70,51.72985809,48.60645232,29.39354768,143,0,0,0,0,0,1,2,1,621,9286,92,,,,Arizona
2,42,480,HOU,Brooks Reed,LB,24,2011,2020,0,0,6,37,24,10.72985809,8.191861314,28.80813869,131,0,0,0,0,0,0,0,0,0,0,0,191,1,23.5,Arizona
2,42,480,MIA,Jonathan Martin,T,22,2012,2014,0,0,2,14,10,-12.27014191,-14.15561218,28.15561218,38,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
2,42,480,LVR,Menelik Watson,T,24,2013,2017,0,0,2,9,7,-17.27014191,-18.42102887,27.42102887,34,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
2,42,480,PHI,Jordan Matthews,WR,22,2014,2021,0,0,3,23,21,-3.270141905,-3.584163754,26.58416375,76,0,0,0,0,0,0,0,0,274,3288,22,,,,Vanderbilt
2,42,480,ATL,Jalen Collins,DB,22,2015,2016,0,0,0,4,4,-22.27014191,-21.61677432,25.61677432,24,0,0,0,0,0,0,0,0,0,0,0,45,2,,LSU
2,42,480,BAL,Kamalei Correa,DE,22,2016,2020,0,0,1,11,3,-15.27014191,-13.47788876,24.47788876,63,0,0,0,0,0,0,0,0,0,0,0,57,,8.5,Boise St.
2,42,480,NOR,Marcus Williams,DB,20,2017,2022,0,0,6,27,24,0.7298580946,3.89486495,23.10513505,86,0,0,0,0,0,0,0,0,0,0,0,283,19,1,Utah
2,42,480,MIA,Mike Gesicki,TE,22,2018,2022,0,0,1,19,19,-7.270141905,-2.397402551,21.39740255,81,0,1,0,0,0,0,0,0,231,2617,18,1,,,Penn St.
2,42,480,DEN,Drew Lock,QB,22,2019,2021,0,0,1,12,12,-14.27014191,-7.176104646,19.17610465,24,421,710,4740,25,20,72,285,5,1,1,0,1,,,Missouri
2,42,480,JAX,Laviska Shenault Jr.,WR,21,2020,2022,0,0,1,12,9,-14.27014191,-4.083913986,16.08391399,43,0,0,0,0,0,38,197,1,148,1491,6,1,,,Colorado
2,42,480,MIA,Liam Eichenberg,T,23,2021,2022,0,0,2,12,12,-14.27014191,0.7532898468,11.24671015,27,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame
2,42,480,MIN,Andrew Booth,DB,21,2022,2022,0,0,0,1,1,-25.27014191,-0.4844804225,1.484480422,6,0,0,0,0,0,0,0,0,0,0,0,12,,,Clemson
2,43,470,LAC,Rogers Beckett,DB,23,2000,2004,0,0,3,17,12,-9.044387847,-15.89937253,32.89937253,71,0,0,0,0,0,0,0,0,0,0,0,230,4,4,Marshall
2,43,470,JAX,Maurice Williams,T,22,2001,2009,0,0,6,47,47,20.95561215,14.37075159,32.62924841,105,0,0,0,0,0,0,0,0,0,0,0,,,,Michigan
2,43,470,KAN,Eddie Freeman,DE,24,2002,2003,0,0,0,1,1,-25.04438785,-31.34267176,32.34267176,20,0,0,0,0,0,0,0,0,0,0,0,15,,4,Ala-Birmingham
2,43,470,LAR,Pisa Tinoisamoa,LB,22,2003,2010,0,0,7,35,30,8.955612153,2.96221776,32.03778224,98,0,0,0,0,0,0,0,0,0,0,0,400,7,11,Hawaii
2,43,470,DAL,Julius Jones,RB,23,2004,2010,0,0,6,38,29,11.95561215,6.287597919,31.71240208,94,0,0,0,0,0,1280,5068,22,150,1029,2,,,,Notre Dame
2,43,470,NYG,Corey Webster,DB,23,2005,2013,0,0,6,33,33,6.955612153,1.636038416,31.36396158,121,0,0,0,0,0,0,0,0,0,0,0,333,20,2,LSU
2,43,470,NOR,Roman Harper,DB,23,2006,2016,0,2,8,49,40,22.95561215,18.01059808,30.98940192,156,0,0,0,0,0,0,0,0,0,0,0,641,11,18,Alabama
2,43,470,DET,Drew Stanton,QB,23,2007,2017,0,0,1,10,4,-16.04438785,-20.58504636,30.58504636,38,345,659,4059,20,24,80,220,2,0,0,0,,,,Michigan St.
2,43,470,MIN,Tyrell Johnson,DB,23,2008,2012,0,0,1,10,10,-16.04438785,-20.14642696,30.14642696,53,0,0,0,0,0,0,0,0,0,0,0,100,2,,Arkansas St.
2,43,470,CAR,Everette Brown,DE,22,2009,2014,0,0,0,6,5,-20.04438785,-23.66804719,29.66804719,44,0,0,0,0,0,0,0,0,0,0,0,48,1,7,Florida St.
2,43,470,BAL,Sergio Kindle,LB,22,2010,2012,0,0,0,0,0,-26.04438785,-29.1430501,29.1430501,3,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas
2,43,470,MIN,Kyle Rudolph,TE,21,2011,2022,0,2,10,36,35,9.955612153,7.437256149,28.56274385,165,0,0,0,0,0,0,0,0,482,4773,50,,,,Notre Dame
2,43,470,NYJ,Stephen Hill,WR,21,2012,2013,0,0,2,4,4,-22.04438785,-23.91590513,27.91590513,23,0,0,0,0,0,0,0,0,45,594,4,,,,Georgia Tech
2,43,470,TAM,Johnthan Banks,DB,23,2013,2017,0,0,2,11,11,-15.04438785,-16.18772485,27.18772485,57,0,0,0,0,0,0,0,0,0,0,0,121,7,,Mississippi St.
2,43,470,NYG,Weston Richburg,C,23,2014,2019,0,0,5,33,21,6.955612153,6.641845684,26.35815432,79,0,0,0,0,0,0,0,0,0,0,0,,,,Colorado St.
2,43,470,HOU,Benardrick McKinney,LB,22,2015,2021,0,1,5,44,42,17.95561215,18.60080281,25.39919719,91,0,0,0,0,0,0,0,0,0,0,0,331,1,11.5,Mississippi St.
2,43,470,TEN,Austin Johnson,DT,22,2016,2022,0,0,2,21,9,-5.044387847,-3.27023878,24.27023878,99,0,0,0,0,0,0,0,0,0,0,0,101,,8,Penn St.
2,43,470,PHI,Sidney Jones,DB,21,2017,2022,0,0,2,11,5,-15.04438785,-11.90945075,22.90945075,57,0,0,0,0,0,0,0,0,0,0,0,115,4,,Washington
2,43,470,DET,Kerryon Johnson,RB,21,2018,2021,0,0,1,11,11,-15.04438785,-10.2166038,21.2166038,35,0,0,0,0,0,283,1225,8,61,527,3,,,,Auburn
2,43,470,DET,Jahlani Tavai,LB,22,2019,2022,0,0,2,16,7,-10.04438785,-3.014667955,19.01466795,61,0,0,0,0,0,0,0,0,0,0,0,112,1,3.5,Hawaii
2,43,470,CHI,Cole Kmet,TE,21,2020,2022,0,0,3,14,14,-12.04438785,-1.949430541,15.94943054,50,0,0,0,0,0,4,6,0,138,1399,9,1,,,Notre Dame
2,43,470,LVR,Trevon Moehrig,DB,22,2021,2022,0,0,2,9,9,-17.04438785,-2.154390456,11.15439046,32,0,0,0,0,0,0,0,0,0,0,0,73,1,,TCU
2,43,470,NYG,Wan'Dale Robinson,WR,21,2022,2022,0,0,0,2,2,-24.04438785,0.5227462733,1.477253727,6,0,0,0,0,0,2,-1,0,23,227,1,,,,Kentucky
2,44,460,GNB,Chad Clifton,T,24,2000,2011,0,2,10,72,72,46.18376172,39.38718779,32.61281221,165,0,0,0,0,0,0,0,0,0,0,0,,,,Tennessee
2,44,460,CAR,Kris Jenkins,DT,22,2001,2010,2,4,6,68,54,42.18376172,35.65491125,32.34508875,108,0,0,0,0,0,0,0,0,0,0,0,220,,24,Maryland
2,44,460,NOR,LeCharles Bentley,G,22,2002,2005,0,2,4,29,29,3.183761722,-3.061058979,32.06105898,57,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
2,44,460,WAS,Taylor Jacobs,WR,22,2003,2007,0,0,0,2,2,-23.81623828,-29.75887909,31.75887909,56,0,0,0,0,0,2,-14,0,37,384,2,9,,,Florida
2,44,460,IND,Bob Sanders,DB,23,2004,2011,2,2,2,33,32,7.183761722,1.563609332,31.43639067,50,0,0,0,0,0,0,0,0,0,0,0,229,6,3.5,Iowa
2,44,460,ARI,J.J. Arrington,RB,22,2005,2008,0,0,0,12,12,-13.81623828,-19.09104685,31.09104685,58,0,1,0,0,0,183,654,3,91,693,2,3,,,California
2,44,460,NYG,Sinorice Moss,WR,22,2006,2009,0,0,0,4,4,-21.81623828,-26.71981599,30.71981599,37,0,0,0,0,0,1,4,0,39,421,3,2,,,Miami (FL)
2,44,460,MIN,Sidney Rice,WR,21,2007,2013,0,1,3,33,20,7.183761722,2.680945958,30.31905404,81,4,7,174,0,0,4,9,0,243,3592,30,,,,South Carolina
2,44,460,CHI,Matt Forte,RB,22,2008,2017,0,2,9,84,78,58.18376172,54.11566724,29.88433276,146,0,1,0,0,0,2356,9796,54,554,4672,21,,,,Tulane
2,44,460,MIA,Pat White,QB,23,2009,2009,0,0,0,1,1,-24.81623828,-28.41020447,29.41020447,13,0,5,0,0,0,21,81,0,0,0,0,,,,West Virginia
2,44,460,LVR,Lamarr Houston,DE,23,2010,2017,0,0,5,31,25,5.183761722,2.110126834,28.88987317,100,0,0,0,0,0,0,0,0,0,0,0,231,1,30.5,Texas
2,44,460,DET,Titus Young,WR,22,2011,2012,0,0,2,8,8,-17.81623828,-20.31472425,28.31472425,26,0,0,0,0,0,4,31,0,81,990,10,,,,Boise St.
2,44,460,KAN,Jeff Allen,T,22,2012,2019,0,0,4,27,19,1.183761722,-0.6736341444,27.67363414,84,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois
2,44,460,CAR,Kawann Short,DT,24,2013,2020,0,2,5,41,41,15.18376172,14.04807461,26.95192539,99,0,0,0,0,0,0,0,0,0,0,0,167,,32.5,Purdue
2,44,460,BUF,Cyrus Kouandjio,T,21,2014,2018,0,0,0,6,5,-19.81623828,-20.12972746,26.12972746,30,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2,44,460,NOR,Hau'oli Kikaha,LB,23,2015,2017,0,0,1,5,5,-20.81623828,-20.17929283,25.17929283,27,0,0,0,0,0,0,0,0,0,0,0,39,,8,Washington
2,44,460,LVR,Jihad Ward,DE,22,2016,2022,0,0,2,16,6,-9.816238278,-8.060367758,24.06036776,85,0,0,0,0,0,0,0,0,0,0,0,69,,13,Illinois
2,44,460,LAR,Gerald Everett,TE,23,2017,2022,0,0,2,20,10,-5.816238278,-2.711673399,22.7116734,92,0,0,0,0,0,9,51,1,233,2422,16,1,,,South Alabama
2,44,460,SFO,Dante Pettis,WR,22,2018,2022,0,0,0,9,5,-16.81623828,-12.0338712,21.0338712,50,2,2,32,0,0,3,35,0,71,984,12,3,,,Washington
2,44,460,GNB,Elgton Jenkins,C,23,2019,2022,0,2,3,31,31,5.183761722,12.14849548,18.85150452,55,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.
2,44,460,CLE,Grant Delpit,DB,21,2020,2022,0,0,1,9,9,-16.81623828,-6.813508648,15.81350865,32,0,0,0,0,0,0,0,0,0,0,0,115,5,1,LSU
2,44,460,DAL,Kelvin Joseph,DB,20,2021,2022,0,0,0,2,2,-23.81623828,-9.061083299,11.0610833,26,0,0,0,0,0,0,0,0,0,0,0,30,,,Kentucky
2,44,460,HOU,John Metchie,WR,22,2022,2022,0,0,0,0,0,-25.81623828,-1.469949734,1.469949734,,,,,,,,,,,,,,,,Alabama
2,45,450,DEN,Kenoy Kennedy,DB,22,2000,2007,0,0,7,34,22,8.414385353,1.676880198,32.3231198,115,0,0,0,0,0,0,0,0,0,0,0,408,10,6,Arkansas
2,45,450,WAS,Fred Smoot,DB,22,2001,2009,0,0,7,40,34,14.41438535,7.94217675,32.05782325,129,0,0,0,0,0,0,0,0,0,0,0,390,21,,Mississippi St.
2,45,450,TEN,Tank Williams,DB,22,2002,2007,0,0,4,20,19,-5.585614647,-11.77636819,31.77636819,70,0,0,0,0,0,0,0,0,0,0,0,212,5,3.5,Stanford
2,45,450,NWE,Bethel Johnson,WR,24,2003,2006,0,0,0,8,7,-17.58561465,-23.47692755,31.47692755,50,0,0,0,0,0,7,4,0,39,606,4,7,,,Texas A&M
2,45,450,LVR,Jake Grove,C,24,2004,2009,0,0,4,20,15,-5.585614647,-11.15736247,31.15736247,66,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
2,45,450,SEA,Lofa Tatupu,LB,22,2005,2010,1,3,5,49,49,23.41438535,18.18485082,30.81514918,84,0,0,0,0,0,0,0,0,0,0,0,410,10,8.5,USC
2,45,450,TEN,LenDale White,RB,21,2006,2009,0,0,1,14,14,-11.58561465,-16.44728351,30.44728351,58,0,0,0,0,0,628,2349,24,42,204,0,,,,USC
2,45,450,CAR,Dwayne Jarrett,WR,20,2007,2010,0,0,0,4,4,-21.58561465,-26.05015445,30.05015445,32,0,0,0,0,0,1,11,0,35,428,1,,,,USC
2,45,450,DET,Jordon Dizon,LB,22,2008,2009,0,0,0,2,2,-23.58561465,-27.6193739,29.6193739,28,0,0,0,0,0,0,0,0,0,0,0,37,,1,Colorado
2,45,450,NYG,Clint Sintim,LB,23,2009,2010,0,0,0,2,2,-23.58561465,-27.14954356,29.14954356,24,0,0,0,0,0,0,0,0,0,0,0,21,,1,Virginia
2,45,450,DEN,Zane Beadles,G,23,2010,2018,0,1,7,53,32,27.41438535,24.36607097,28.63392903,137,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
2,45,450,DEN,Rahim Moore,DB,21,2011,2015,0,0,3,20,18,-5.585614647,-8.063993808,28.06399381,64,0,0,0,0,0,0,0,0,0,0,0,180,9,1,UCLA
2,45,450,CHI,Alshon Jeffery,WR,22,2012,2020,0,1,8,48,33,22.41438535,20.57128484,27.42871516,109,0,0,0,0,0,23,140,1,475,6786,46,,,,South Carolina
2,45,450,ARI,Kevin Minter,LB,22,2013,2021,0,0,3,27,19,1.414385353,0.2864513401,26.71354866,123,0,0,0,0,0,0,0,0,0,0,0,255,,7,LSU
2,45,450,SEA,Paul Richardson,WR,22,2014,2019,0,0,3,14,11,-11.58561465,-11.89880391,25.89880391,64,0,0,0,0,0,4,14,0,143,1809,12,2,,,Colorado
2,45,450,MIN,Eric Kendricks,LB,23,2015,2022,1,1,8,56,56,30.41438535,31.04301508,24.95698492,117,0,0,0,0,0,0,0,0,0,0,0,579,9,15,UCLA
2,45,450,TEN,Derrick Henry,RB,22,2016,2022,1,3,4,57,57,31.41438535,33.15179714,23.84820286,102,5,6,23,2,0,1750,8335,78,127,1244,3,,,,Alabama
2,45,450,CHI,Adam Shaheen,TE,22,2017,2021,0,0,1,4,2,-21.58561465,-18.51173435,22.51173435,55,0,0,0,0,0,0,0,0,50,509,7,1,,,Ashland
2,45,450,GNB,Josh Jackson,DB,22,2018,2022,0,0,0,8,7,-17.58561465,-12.84914135,20.84914135,49,0,0,0,0,0,0,0,0,0,0,0,77,,,Iowa
2,45,450,NWE,Joejuan Williams,DB,21,2019,2021,0,0,0,3,3,-22.58561465,-15.68655772,18.68655772,36,0,0,0,0,0,0,0,0,0,0,0,31,,,Vanderbilt
2,45,450,TAM,Antoine Winfield Jr.,DB,22,2020,2022,0,1,3,18,18,-7.585614647,2.323898863,15.67610114,42,0,0,0,0,0,0,0,0,0,0,0,190,4,9,Minnesota
2,45,450,JAX,Walker Little,T,22,2021,2022,0,0,0,4,4,-21.58561465,-6.9667563,10.9667563,26,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
2,45,450,BAL,David Ojabo,LB,22,2022,2022,0,0,0,0,0,-25.58561465,-1.462565908,1.462565908,2,0,0,0,0,0,0,0,0,0,0,0,1,,1,Michigan
2,46,440,NWE,Adrian Klemm,G,23,2000,2005,0,0,0,10,6,-15.35243401,-22.03019031,32.03019031,42,0,0,0,0,0,0,0,0,0,0,0,,,,Hawaii
2,46,440,BUF,Aaron Schobel,DE,24,2001,2009,0,2,8,62,62,36.64756599,30.23265222,31.76734778,133,0,0,0,0,0,0,0,0,0,0,0,334,3,78,TCU
2,46,440,NYG,Tim Carter,WR,22,2002,2009,0,0,0,10,9,-15.35243401,-21.4884962,31.4884962,71,0,0,0,0,0,11,97,0,81,1090,4,1,,,Auburn
2,46,440,LAC,Drayton Florence,DB,22,2003,2013,0,0,6,34,15,8.647565989,2.808174582,31.19182542,157,0,0,0,0,0,0,0,0,0,0,0,416,20,,Tuskegee
2,46,440,SFO,Justin Smiley,G,22,2004,2010,0,0,5,30,16,4.647565989,-0.875216345,30.87521635,88,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
